user_id,name,rating,timestamp,food_name
5,31,2,2023-09-26,Bacon and Potato Pie
19,437,1,2023-03-19,Eggs in Tortillas
11,36,5,2023-01-29,Bavarian Cream
24,457,3,2023-07-24,Thanksgiving for 10: New Pasta Salad
26,234,2,2023-11-22,Cool Veggie Pizza
49,153,4,2023-05-22,Chicken Stir-Fry
44,293,2,2023-09-15,Tomato Risotto
1,364,1,2023-03-08,Butternut Squash with Onions and Pecans
29,384,3,2023-06-23,Egg On The Bird's Nest!!
24,618,5,2023-05-07,Chocolate Cherry Cake
46,340,1,2023-10-30,Rose Petal Rolls
2,274,2,2023-08-23,"Beef ""N"" Onion Soup"
23,134,5,2023-06-05,Grilled Chicken Breasts in Raspberry Vinegar Marinade
12,196,4,2023-01-05,Chicken and Mustard Crumble
48,246,2,2023-08-07,Awesome Pinto Beans
8,6,5,2023-01-15,Braised Brussels Sprouts With Vinegar and Dill
12,342,2,2023-09-17,Stir Fried Beef With Ginger
13,79,5,2023-02-13,Baked Sweet Potato Sticks
33,56,2,2023-04-18,Orange and Lemon Schnitzel Rolls
7,367,1,2023-06-16,Chicken in Apple and Garlic
6,530,3,2023-01-28,Almond Chicken
24,301,4,2023-09-24,Easy Chicken Cacciatore
14,543,3,2023-11-02,Fruit-Filled Dessert Quesadillas
34,364,3,2023-09-24,Butternut Squash with Onions and Pecans
26,656,1,2023-09-04,Green Onion Potatoes
44,34,3,2023-04-12,Deviled Cauliflower
19,562,4,2023-02-26,Mystery Pecan Pie
14,38,3,2023-11-12,Swiss Chocolate Squares & Icing
47,131,4,2023-09-26,Skillet Potato Pie
47,131,1,2023-10-31,Skillet Potato Pie
16,452,3,2023-10-19,Flemish Beef Stew
20,584,1,2023-10-05,Herb-Baked Chicken
31,664,3,2023-10-31,Garden Tuna Melt
37,264,2,2023-12-10,"Raisins, Nuts n' Bulgur"
41,604,3,2023-10-12,Spaghetti Bake
27,382,3,2023-06-25,Homemade Cream Cheese
28,584,4,2023-02-28,Herb-Baked Chicken
1,487,2,2023-03-01,Plum Dumplings - Blommeboller
37,490,1,2023-02-16,Chocolate Mousse (foolproof version!)
1,52,2,2023-04-15,Barbecued Pork Strips
2,615,1,2023-09-06,Soba Noodles
49,320,5,2023-12-08,Hot and Sour Turkey Soup
1,241,4,2023-01-09,Low Carb Savory Italian Grilled Chicken
32,315,5,2023-07-03,Hamburger and Yorkshire pudding
12,493,1,2023-07-05,Hominy - Green Chile Casserole
5,222,1,2023-01-22,Quick Homemade Chili Con Carne With Beans
31,648,1,2023-11-29,Chocolate Salami
43,386,5,2023-01-13,Sauteed Persimmons with Green Beans with Chives
27,209,1,2023-10-07,Gingered Chicken Stir-Fry
44,62,2,2023-03-08,Madwizard's Pumpkin Cookies
27,284,5,2023-11-20,basilic tomato and egg
40,563,4,2023-08-13,Apple Crunch Muffins
47,396,2,2023-08-25,Pumpkin Bisque
12,31,2,2023-11-30,Bacon and Potato Pie
31,493,4,2023-01-08,Hominy - Green Chile Casserole
20,511,1,2023-06-28,Chile
12,119,5,2023-01-16,Bread and Butter Pudding II
3,552,2,2023-10-04,Stove-Top &quot; Baked Beans &quot;
38,7,2,2023-11-29,Blueberry Cookies
13,439,2,2023-04-15,Easy Ranch Chicken
25,398,2,2023-10-07,Beef Soft Tacos
8,590,2,2023-04-10,Clean Plate Hamburger Pie
48,561,5,2023-06-18,Savory Cheese &amp; Herb Biscuits
5,471,3,2023-05-23,Corn Pie With Ground Beef Crust
38,650,5,2023-07-10,Reduced Sugar Blueberry Muffins
15,584,4,2023-06-08,Herb-Baked Chicken
40,508,4,2023-11-06,Normandy Carrots
25,324,2,2023-11-19,Oatmeal Cookies
26,665,1,2023-11-26,Salmon with Maple Balsamic Glaze
19,86,4,2023-05-31,Not Your Mother's Coleslaw!
3,547,5,2023-09-21,Fried Tomatoes with Garlic
29,636,1,2023-07-06,Spicy Chicken in Foil
36,194,5,2023-04-01,Beet and Walnut Salad with Dill
27,233,1,2023-10-11,Death by Chocolate Cookies
32,184,1,2023-12-12,SU-NO-MO-NO SALAD
41,335,4,2023-08-16,Ginger Chicken
9,408,3,2023-02-13,Pumpkin Upside-Down Cake
16,324,3,2023-08-13,Oatmeal Cookies
23,604,4,2023-05-06,Spaghetti Bake
18,289,3,2023-02-06,Pineapple Rice
30,594,1,2023-04-05,Lela's Banana Nut Bread
29,235,3,2023-06-14,Cucumber Chicken Pitas
17,124,5,2023-09-26,Homemade Chips
2,416,3,2023-02-28,Sushi Rolls
47,670,5,2023-05-26,Orange Angel Cake
32,293,5,2023-09-09,Tomato Risotto
19,506,4,2023-07-22,Better Biscuits
33,198,5,2023-08-09,Pistachio  Pudding Supreme Aka Watergate Salad
3,231,1,2023-07-05,Southern Chili & Beans
8,358,2,2023-06-04,Berry Good Chicken
47,148,5,2023-03-29,Vinegar-slithered Green Cabbage
39,185,1,2023-05-01,Waikiki Chicken with Pineapple
29,28,1,2023-09-17,Grilled Bourbon Salmon
35,303,5,2023-03-28,Fusilli Four Color Pasta
16,536,1,2023-08-09,Death By Chocolate Cake Mix
17,435,3,2023-05-03,Italian Dressing - Low Sodium
28,203,5,2023-11-19,Herbed Roasted Vegetables
47,351,2,2023-08-03,Stir Fried Oysters with Garlic
22,272,1,2023-08-14,Funeral Rice
41,353,3,2023-02-17,Morning Casserole
24,559,5,2023-05-01,Very Quick Soft Breadsticks
50,474,5,2023-08-09,Peppered Steak With 5 Star Gourmet Steak Sauce
26,627,4,2023-03-12,Fluffy Orange Sponge Cake
48,40,3,2023-09-18,Linzer Bar
26,152,3,2023-10-10,Magic Squares
48,543,2,2023-01-24,Fruit-Filled Dessert Quesadillas
1,534,2,2023-02-26,Lite Cauliflower with mushroom sauce
6,529,1,2023-10-28,Brussels Sprouts and Potatoes
32,226,3,2023-09-12,Delicious Manhattan Seafood Chowder
20,253,2,2023-12-12,Southwest Vegetable Soup
6,633,2,2023-10-11,Sesame Ginger Shrimp and Vegetable Packets
9,414,2,2023-01-16,Berbere
25,173,4,2023-05-10,Fiesta Cheesecake
27,624,1,2023-06-27,Veal Scaloppine
34,263,3,2023-12-05,Crock Pot Pork with Root Beer Sauce
47,94,2,2023-11-19,Asparagus Soup
23,153,5,2023-11-25,Chicken Stir-Fry
36,207,2,2023-11-20,Oven-Fried Vegetables
40,512,3,2023-05-01,Pork Chops in Onion sauce
43,36,1,2023-02-23,Bavarian Cream
37,472,4,2023-07-29,Fruited Turkey Breast
29,592,5,2023-05-11,Quick Chicken and Bacon Saut&eacute;
17,221,2,2023-05-22,Baked Beans Deluxe
32,84,2,2023-01-12,Broccoli With Lemon
4,37,5,2023-04-16,Sugar-Coated Pecans
11,517,5,2023-04-30,Stir Fried Prawns
49,98,2,2023-12-07,Pop-Up Pizza
33,151,2,2023-05-25,Roasted Rosemary Skewered Figs
29,438,5,2023-07-17,Candy Cane Bark
7,223,3,2023-07-05,Quick and Easy No Bake Chocolate Cookies
7,604,3,2023-03-04,Spaghetti Bake
41,649,4,2023-04-07,Chocolate Crunch Brownies
24,213,1,2023-05-29,Hamburger - Noodle - Corn Casserole
13,8,1,2023-08-26,Abby's Pecan Apple Cake
48,205,4,2023-01-05,Strawberry Shortcake
31,446,5,2023-08-15,Bacon Biscuits
17,527,2,2023-02-22,Chicken Gravy (Easy!)
33,435,4,2023-12-06,Italian Dressing - Low Sodium
6,554,4,2023-05-07,Tequila Pork Roast
50,9,3,2023-08-07,Appetizers-Easy Stuffed Mushrooms
25,249,1,2023-07-24,Goat Cheese &amp; Black Olive Mashed Potatoes
4,8,4,2023-02-23,Abby's Pecan Apple Cake
16,676,3,2023-08-25,Campbell's Orange Beef
25,677,3,2023-02-20,3-Ingredient Cinnamon Banana Slice
30,117,2,2023-02-25,Ham With Spiced Cherry Sauce
30,483,4,2023-03-03,"Ground Beef, Rice and Cabbage Hot Pot"
23,510,4,2023-09-19,Carrot Rice with Peanuts
34,559,5,2023-06-25,Very Quick Soft Breadsticks
5,208,4,2023-11-18,Lobster Newburg
18,223,4,2023-07-27,Quick and Easy No Bake Chocolate Cookies
18,539,4,2023-09-21,Homemade Cough Syrup
41,581,1,2023-06-27,Russian Cabbage Soup
20,379,3,2023-05-18,Chicken And Pasta
14,166,1,2023-11-01,Kid's Macaroni &amp; Cheese Casserole
10,3,3,2023-04-02,Lou's Fabulous Bruschetta
1,166,4,2023-05-29,Kid's Macaroni &amp; Cheese Casserole
4,595,2,2023-08-29,Chicken Mashed Potatoes
43,645,2,2023-02-27,Ginger Tea
38,137,1,2023-02-17,Bacon-Wrapped Little Loaves
4,38,2,2023-01-02,Swiss Chocolate Squares & Icing
49,243,5,2023-12-02,Spinach Tart - Spinach Pie
45,656,5,2023-04-28,Green Onion Potatoes
31,90,3,2023-06-27,Danish Sourdough Pumpernickel
21,69,5,2023-02-21,Eggplant (Aubergine) and Ziti Parmesan
2,382,1,2023-02-14,Homemade Cream Cheese
5,658,2,2023-10-23,Orange Bread With Dates
38,123,2,2023-02-10,East Indian Chicken
1,398,3,2023-02-12,Beef Soft Tacos
31,65,3,2023-05-07,Crustless Sugar-Free Pumpkin Pie Diabetic
6,312,3,2023-02-17,Patty Melts
14,403,1,2023-05-14,Tempeh Sukiyaki With Broccoli &amp; Cauliflower
2,308,3,2023-10-13,Poseidon's Scallops
23,428,2,2023-08-09,Pasta and Peas
14,687,5,2023-12-05,Diet Delight Chicken Curry
25,315,1,2023-09-04,Hamburger and Yorkshire pudding
15,215,1,2023-08-20,Salmon Patties
31,511,1,2023-11-03,Chile
8,91,4,2023-08-04,Cheddar Biscuits
41,351,2,2023-02-14,Stir Fried Oysters with Garlic
2,119,5,2023-11-09,Bread and Butter Pudding II
24,104,4,2023-09-12,Cantaloupe Melba
47,694,4,2023-01-24,No Sugar Fruit Cookies
40,258,3,2023-05-22,"Sweet Potatoes ""a little tipsy"""
41,683,2,2023-03-25,Bourbon Dogs
5,516,1,2023-03-20,Honey Dijon Pork Chops
39,655,4,2023-01-09,Spinach Con Queso
7,363,1,2023-08-30,Chicken With Olives
21,693,4,2023-12-12,Burgundy Barley Beef Stew
17,460,3,2023-10-18,Quick Chicken
17,200,4,2023-09-29,Lemonade Scones
50,656,1,2023-09-30,Green Onion Potatoes
48,211,5,2023-04-19,Maple-Mustard Grilled Chicken
15,624,4,2023-08-09,Veal Scaloppine
20,217,5,2023-01-29,Crock Pot Chili Con Carne With Beans
6,517,3,2023-07-07,Stir Fried Prawns
9,372,5,2023-03-19,Refrigerator Cookies
10,201,4,2023-01-31,Cream of Chicken Stew
36,250,3,2023-02-07,Portuguese Barbecued Chicken
10,447,3,2023-11-24,Sunshine Calf or Pork Liver &quot; Brownies &quot;
29,560,5,2023-07-03,Russian Skillet Stroganoff
22,442,4,2023-08-16,Beef Turnovers (Empanadas)
6,438,3,2023-11-18,Candy Cane Bark
25,652,5,2023-08-25,Speculaas (Dutch spiced biscuit)
3,455,2,2023-04-02,Vegetarian Stuffed Eggplant (Aubergine)
35,361,4,2023-07-31,"Tostones, or Fried Banana. (Venezuela)"
37,628,3,2023-07-17,Scallops With Zucchini
15,236,4,2023-01-06,Spicy Shrimp With Spinach and Walnuts
44,250,4,2023-06-08,Portuguese Barbecued Chicken
24,517,3,2023-01-09,Stir Fried Prawns
49,633,5,2023-05-24,Sesame Ginger Shrimp and Vegetable Packets
23,38,4,2023-10-16,Swiss Chocolate Squares & Icing
10,73,5,2023-11-14,Low-Fat Pumpkin Pie
22,435,5,2023-03-19,Italian Dressing - Low Sodium
43,418,5,2023-07-19,Good-Morning Pancakes
12,86,5,2023-09-06,Not Your Mother's Coleslaw!
35,518,5,2023-03-15,Stir-Fried Garlic Frog's Legs
4,347,4,2023-11-16,Perruso's Spaghetti and Meatballs
3,585,4,2023-07-14,Good Guacamole for Two
6,538,4,2023-01-26,Impossible Greek Spinach Pie
28,629,4,2023-06-12,Easy Vegetable and Cheese Lasagna
25,1,4,2023-03-02,Cabbage Soup
30,693,4,2023-04-22,Burgundy Barley Beef Stew
44,640,1,2023-09-10,Best Banana Muffins
19,85,1,2023-10-16,Oatmeal Raisin Cookies
26,353,1,2023-07-07,Morning Casserole
35,415,3,2023-07-19,Zucchini Garlic Chicken Skillet
3,458,3,2023-12-10,Mississippi Chicken
17,130,2,2023-03-05,Scrambled Eggs Benedict
28,40,2,2023-06-03,Linzer Bar
22,464,3,2023-02-02,Linguine with Ham
48,509,1,2023-10-19,White Chili
